timestamp,close,high,low,open
2017-02-06 09:00:00,86.885,86.919,86.79,86.79
2017-02-06 09:00:30,86.824,86.909,86.799,86.909
2017-02-06 09:01:00,86.771,86.796,86.771,86.796
2017-02-06 09:01:30,86.751,86.767,86.751,86.767
2017-02-06 09:02:00,86.744,86.749,86.742,86.749
2017-02-06 09:02:30,86.739,86.745,86.739,86.742
2017-02-06 09:03:00,86.742,86.742,86.733,86.736
2017-02-06 09:03:30,86.756,86.756,86.745,86.745
2017-02-06 09:04:00,86.767,86.767,86.758,86.758
2017-02-06 09:04:30,86.771,86.773,86.769,86.77
2017-02-06 09:05:00,86.761,86.769,86.76,86.767
2017-02-06 09:05:30,86.751,86.756,86.747,86.756
2017-02-06 09:06:00,86.742,86.745,86.739,86.745
2017-02-06 09:06:30,86.733,86.743,86.733,86.743
2017-02-06 09:07:00,86.712,86.728,86.712,86.728
2017-02-06 09:07:30,86.713,86.718,86.712,86.712
2017-02-06 09:08:00,86.722,86.727,86.719,86.719
2017-02-06 09:08:30,86.727,86.73,86.718,86.718
2017-02-06 09:09:00,86.727,86.732,86.727,86.729
2017-02-06 09:09:30,86.73,86.733,86.729,86.729
2017-02-06 09:10:00,86.731,86.731,86.724,86.726
2017-02-06 09:10:30,86.738,86.738,86.729,86.729
2017-02-06 09:11:00,86.738,86.744,86.737,86.737
2017-02-06 09:11:30,86.742,86.747,86.739,86.739
2017-02-06 09:12:00,86.746,86.751,86.746,86.746
2017-02-06 09:12:30,86.729,86.745,86.729,86.745
2017-02-06 09:13:00,86.739,86.739,86.729,86.729
2017-02-06 09:13:30,86.75,86.75,86.743,86.743
2017-02-06 09:14:00,86.755,86.755,86.75,86.75
2017-02-06 09:14:30,86.74,86.752,86.739,86.752
2017-02-06 09:15:00,86.732,86.743,86.732,86.743
2017-02-06 09:15:30,86.729,86.739,86.729,86.735
2017-02-06 09:16:00,86.738,86.738,86.73,86.73
2017-02-06 09:16:30,86.731,86.737,86.731,86.734
2017-02-06 09:17:00,86.713,86.726,86.713,86.726
2017-02-06 09:17:30,86.715,86.715,86.709,86.71
2017-02-06 09:18:00,86.706,86.71,86.704,86.71
2017-02-06 09:18:30,86.701,86.702,86.697,86.702
2017-02-06 09:19:00,86.703,86.704,86.697,86.697
2017-02-06 09:19:30,86.699,86.706,86.699,86.702
2017-02-06 09:20:00,86.705,86.708,86.703,86.703
2017-02-06 09:20:30,86.695,86.703,86.695,86.701
2017-02-06 09:21:00,86.71,86.71,86.698,86.698
2017-02-06 09:21:30,86.707,86.708,86.704,86.708
2017-02-06 09:22:00,86.699,86.707,86.699,86.702
2017-02-06 09:22:30,86.684,86.694,86.684,86.694
2017-02-06 09:23:00,86.69,86.693,86.683,86.683
2017-02-06 09:23:30,86.695,86.695,86.689,86.691
2017-02-06 09:24:00,86.695,86.698,86.691,86.691
2017-02-06 09:24:30,86.697,86.697,86.689,86.692
2017-02-06 09:25:00,86.694,86.697,86.692,86.692
2017-02-06 09:25:30,86.7,86.7,86.694,86.698
2017-02-06 09:26:00,86.692,86.704,86.69,86.704
2017-02-06 09:26:30,86.695,86.697,86.694,86.694
2017-02-06 09:27:00,86.702,86.704,86.697,86.697
2017-02-06 09:27:30,86.7,86.705,86.7,86.704
2017-02-06 09:28:00,86.714,86.714,86.703,86.704
2017-02-06 09:28:30,86.709,86.716,86.709,86.716
2017-02-06 09:29:00,86.715,86.715,86.705,86.705
2017-02-06 09:29:30,86.715,86.726,86.715,86.718
2017-02-06 09:30:00,86.705,86.712,86.704,86.712
2017-02-06 09:30:30,86.712,86.716,86.704,86.704
2017-02-06 09:31:00,86.704,86.712,86.704,86.71
2017-02-06 09:31:30,86.704,86.704,86.7,86.7
2017-02-06 09:32:00,86.721,86.721,86.707,86.707
2017-02-06 09:32:30,86.712,86.721,86.712,86.719
2017-02-06 09:33:00,86.702,86.707,86.702,86.707
2017-02-06 09:33:30,86.716,86.716,86.704,86.704
