timestamp,close,high,low,open
2017-01-20 09:00:00,14.948,14.96,14.948,14.96
2017-01-20 09:00:30,14.935,14.951,14.935,14.951
2017-01-20 09:01:00,14.931,14.943,14.931,14.943
2017-01-20 09:01:30,14.921,14.932,14.921,14.928
2017-01-20 09:02:00,14.907,14.919,14.907,14.916
2017-01-20 09:02:30,14.901,14.905,14.894,14.899
2017-01-20 09:03:00,14.907,14.907,14.898,14.903
2017-01-20 09:03:30,14.908,14.913,14.905,14.911
2017-01-20 09:04:00,14.908,14.908,14.9,14.904
2017-01-20 09:04:30,14.92,14.92,14.915,14.915
2017-01-20 09:05:00,14.926,14.931,14.919,14.928
2017-01-20 09:05:30,14.928,14.934,14.927,14.927
2017-01-20 09:06:00,14.931,14.932,14.921,14.921
2017-01-20 09:06:30,14.943,14.943,14.934,14.935
2017-01-20 09:07:00,14.938,14.955,14.938,14.949
2017-01-20 09:07:30,14.94,14.95,14.94,14.942
2017-01-20 09:08:00,14.929,14.943,14.929,14.943
2017-01-20 09:08:30,14.936,14.938,14.928,14.929
2017-01-20 09:09:00,14.921,14.934,14.921,14.931
2017-01-20 09:09:30,14.924,14.924,14.913,14.913
2017-01-20 09:10:00,14.929,14.929,14.915,14.919
2017-01-20 09:10:30,14.943,14.943,14.929,14.929
2017-01-20 09:11:00,14.92,14.935,14.92,14.935
2017-01-20 09:11:30,14.924,14.924,14.913,14.917
2017-01-20 09:12:00,14.924,14.93,14.924,14.926
2017-01-20 09:12:30,14.923,14.933,14.923,14.931
2017-01-20 09:13:00,14.919,14.919,14.906,14.916
2017-01-20 09:13:30,14.91,14.92,14.909,14.916
2017-01-20 09:14:00,14.905,14.917,14.905,14.917
2017-01-20 09:14:30,14.902,14.903,14.898,14.903
2017-01-20 09:15:00,14.913,14.918,14.905,14.905
2017-01-20 09:15:30,14.899,14.912,14.899,14.912
2017-01-20 09:16:00,14.897,14.9,14.894,14.9
2017-01-20 09:16:30,14.888,14.902,14.886,14.897
2017-01-20 09:17:00,14.879,14.89,14.879,14.884
2017-01-20 09:17:30,14.865,14.874,14.865,14.872
2017-01-20 09:18:00,14.855,14.873,14.855,14.871
2017-01-20 09:18:30,14.865,14.865,14.854,14.862
2017-01-20 09:19:00,14.848,14.859,14.848,14.856
2017-01-20 09:19:30,14.83,14.847,14.83,14.847
2017-01-20 09:20:00,14.819,14.828,14.815,14.828
2017-01-20 09:20:30,14.811,14.822,14.811,14.822
2017-01-20 09:21:00,14.829,14.834,14.813,14.813
2017-01-20 09:21:30,14.83,14.835,14.821,14.823
2017-01-20 09:22:00,14.837,14.837,14.822,14.824
2017-01-20 09:22:30,14.841,14.843,14.836,14.843
2017-01-20 09:23:00,14.838,14.84,14.833,14.84
2017-01-20 09:23:30,14.862,14.862,14.843,14.843
2017-01-20 09:24:00,14.855,14.871,14.855,14.865
2017-01-20 09:24:30,14.863,14.863,14.855,14.855
2017-01-20 09:25:00,14.852,14.87,14.852,14.868
2017-01-20 09:25:30,14.852,14.864,14.852,14.856
2017-01-20 09:26:00,14.832,14.848,14.832,14.848
2017-01-20 09:26:30,14.827,14.832,14.823,14.826
2017-01-20 09:27:00,14.824,14.824,14.819,14.821
2017-01-20 09:27:30,14.811,14.821,14.811,14.821
2017-01-20 09:28:00,14.813,14.815,14.805,14.808
2017-01-20 09:28:30,14.826,14.827,14.814,14.814
2017-01-20 09:29:00,14.835,14.835,14.827,14.834
2017-01-20 09:29:30,14.81,14.829,14.81,14.829
2017-01-20 09:30:00,14.808,14.816,14.806,14.816
2017-01-20 09:30:30,14.821,14.825,14.809,14.809
2017-01-20 09:31:00,14.821,14.823,14.817,14.819
2017-01-20 09:31:30,14.837,14.837,14.814,14.814
2017-01-20 09:32:00,14.825,14.834,14.825,14.834
2017-01-20 09:32:30,14.831,14.831,14.822,14.822
2017-01-20 09:33:00,14.819,14.825,14.819,14.825
2017-01-20 09:33:30,14.818,14.826,14.815,14.815
2017-01-20 09:34:00,14.835,14.835,14.825,14.825
2017-01-20 09:34:30,14.863,14.863,14.841,14.841
2017-01-20 09:35:00,14.848,14.861,14.848,14.861
2017-01-20 09:35:30,14.845,14.849,14.839,14.849
2017-01-20 09:36:00,14.841,14.846,14.841,14.845
2017-01-20 09:36:30,14.832,14.84,14.832,14.84
2017-01-20 09:37:00,14.847,14.847,14.832,14.834
2017-01-20 09:37:30,14.861,14.861,14.848,14.848
