timestamp,close,high,low,open
2017-06-06 09:00:00,45.318,45.318,45.29,45.29
2017-06-06 09:00:30,45.34,45.34,45.33,45.331
2017-06-06 09:01:00,45.347,45.353,45.347,45.348
2017-06-06 09:01:30,45.358,45.369,45.358,45.363
2017-06-06 09:02:00,45.366,45.369,45.36,45.369
2017-06-06 09:02:30,45.369,45.383,45.353,45.353
2017-06-06 09:03:00,45.376,45.382,45.368,45.372
2017-06-06 09:03:30,45.404,45.404,45.384,45.384
2017-06-06 09:04:00,45.396,45.396,45.38,45.389
2017-06-06 09:04:30,45.381,45.409,45.381,45.408
2017-06-06 09:05:00,45.389,45.394,45.381,45.388
2017-06-06 09:05:30,45.39,45.391,45.379,45.379
2017-06-06 09:06:00,45.403,45.403,45.384,45.389
2017-06-06 09:06:30,45.357,45.389,45.357,45.389
2017-06-06 09:07:00,45.382,45.382,45.352,45.359
2017-06-06 09:07:30,45.364,45.391,45.364,45.391
2017-06-06 09:08:00,45.365,45.38,45.361,45.366
2017-06-06 09:08:30,45.355,45.37,45.351,45.363
2017-06-06 09:09:00,45.369,45.369,45.343,45.343
2017-06-06 09:09:30,45.365,45.394,45.365,45.381
2017-06-06 09:10:00,45.378,45.379,45.353,45.356
2017-06-06 09:10:30,45.4,45.4,45.382,45.383
2017-06-06 09:11:00,45.393,45.419,45.393,45.409
2017-06-06 09:11:30,45.401,45.41,45.391,45.391
2017-06-06 09:12:00,45.406,45.406,45.38,45.389
2017-06-06 09:12:30,45.403,45.403,45.383,45.395
2017-06-06 09:13:00,45.422,45.429,45.416,45.416
2017-06-06 09:13:30,45.41,45.421,45.4,45.413
2017-06-06 09:14:00,45.392,45.41,45.389,45.41
2017-06-06 09:14:30,45.441,45.441,45.397,45.397
2017-06-06 09:15:00,45.435,45.437,45.432,45.433
2017-06-06 09:15:30,45.475,45.475,45.436,45.436
2017-06-06 09:16:00,45.488,45.488,45.468,45.468
2017-06-06 09:16:30,45.519,45.519,45.499,45.499
2017-06-06 09:17:00,45.518,45.518,45.507,45.507
2017-06-06 09:17:30,45.507,45.52,45.501,45.508
2017-06-06 09:18:00,45.505,45.505,45.489,45.501
2017-06-06 09:18:30,45.512,45.514,45.507,45.507
2017-06-06 09:19:00,45.485,45.499,45.475,45.499
2017-06-06 09:19:30,45.481,45.482,45.469,45.482
2017-06-06 09:20:00,45.469,45.501,45.469,45.493
2017-06-06 09:20:30,45.441,45.474,45.441,45.474
2017-06-06 09:21:00,45.472,45.472,45.448,45.448
2017-06-06 09:21:30,45.52,45.52,45.472,45.472
2017-06-06 09:22:00,45.528,45.542,45.528,45.53
2017-06-06 09:22:30,45.547,45.547,45.533,45.537
2017-06-06 09:23:00,45.545,45.545,45.534,45.534
2017-06-06 09:23:30,45.525,45.533,45.519,45.531
2017-06-06 09:24:00,45.52,45.535,45.52,45.532
2017-06-06 09:24:30,45.534,45.537,45.523,45.53
2017-06-06 09:25:00,45.531,45.537,45.519,45.537
2017-06-06 09:25:30,45.526,45.535,45.52,45.535
2017-06-06 09:26:00,45.525,45.525,45.514,45.525
2017-06-06 09:26:30,45.527,45.539,45.511,45.539
2017-06-06 09:27:00,45.517,45.524,45.511,45.524
2017-06-06 09:27:30,45.511,45.513,45.497,45.513
2017-06-06 09:28:00,45.498,45.505,45.481,45.505
2017-06-06 09:28:30,45.493,45.5,45.484,45.484
2017-06-06 09:29:00,45.48,45.497,45.48,45.482
2017-06-06 09:29:30,45.479,45.5,45.477,45.477
2017-06-06 09:30:00,45.504,45.504,45.483,45.486
2017-06-06 09:30:30,45.489,45.508,45.489,45.504
2017-06-06 09:31:00,45.513,45.513,45.491,45.505
2017-06-06 09:31:30,45.496,45.514,45.488,45.514
2017-06-06 09:32:00,45.488,45.5,45.486,45.5
2017-06-06 09:32:30,45.463,45.486,45.463,45.486
2017-06-06 09:33:00,45.455,45.466,45.448,45.448
2017-06-06 09:33:30,45.436,45.454,45.436,45.44
2017-06-06 09:34:00,45.454,45.454,45.433,45.447
2017-06-06 09:34:30,45.461,45.469,45.46,45.461
2017-06-06 09:35:00,45.47,45.477,45.461,45.461
2017-06-06 09:35:30,45.457,45.484,45.457,45.484
2017-06-06 09:36:00,45.446,45.46,45.442,45.442
2017-06-06 09:36:30,45.455,45.455,45.434,45.449
2017-06-06 09:37:00,45.447,45.466,45.447,45.466
2017-06-06 09:37:30,45.446,45.451,45.439,45.439
2017-06-06 09:38:00,45.441,45.443,45.43,45.432
2017-06-06 09:38:30,45.477,45.477,45.443,45.446
2017-06-06 09:39:00,45.499,45.508,45.492,45.492
2017-06-06 09:39:30,45.5,45.501,45.488,45.49
2017-06-06 09:40:00,45.515,45.527,45.498,45.498
2017-06-06 09:40:30,45.489,45.5,45.473,45.5
2017-06-06 09:41:00,45.481,45.502,45.481,45.496
2017-06-06 09:41:30,45.452,45.483,45.452,45.481
2017-06-06 09:42:00,45.481,45.481,45.466,45.466
2017-06-06 09:42:30,45.477,45.486,45.471,45.471
2017-06-06 09:43:00,45.481,45.495,45.477,45.477
2017-06-06 09:43:30,45.509,45.517,45.494,45.494
2017-06-06 09:44:00,45.499,45.506,45.483,45.493
2017-06-06 09:44:30,45.52,45.525,45.511,45.511
2017-06-06 09:45:00,45.521,45.53,45.521,45.53
2017-06-06 09:45:30,45.53,45.53,45.517,45.528
2017-06-06 09:46:00,45.528,45.541,45.516,45.516
2017-06-06 09:46:30,45.522,45.528,45.516,45.527
2017-06-06 09:47:00,45.537,45.537,45.519,45.532
2017-06-06 09:47:30,45.522,45.525,45.502,45.525
2017-06-06 09:48:00,45.479,45.507,45.479,45.507
2017-06-06 09:48:30,45.459,45.468,45.458,45.468
2017-06-06 09:49:00,45.456,45.456,45.428,45.446
2017-06-06 09:49:30,45.452,45.463,45.443,45.443
2017-06-06 09:50:00,45.437,45.454,45.437,45.454
2017-06-06 09:50:30,45.448,45.465,45.448,45.452
2017-06-06 09:51:00,45.434,45.465,45.434,45.464
2017-06-06 09:51:30,45.441,45.441,45.427,45.432
2017-06-06 09:52:00,45.421,45.44,45.419,45.439
2017-06-06 09:52:30,45.465,45.465,45.437,45.437
2017-06-06 09:53:00,45.496,45.496,45.469,45.476
2017-06-06 09:53:30,45.497,45.51,45.497,45.497
2017-06-06 09:54:00,45.447,45.482,45.44,45.482
2017-06-06 09:54:30,45.456,45.472,45.442,45.442
2017-06-06 09:55:00,45.439,45.461,45.439,45.457
2017-06-06 09:55:30,45.457,45.467,45.452,45.452
2017-06-06 09:56:00,45.484,45.484,45.463,45.472
2017-06-06 09:56:30,45.454,45.471,45.454,45.471
2017-06-06 09:57:00,45.444,45.448,45.432,45.448
2017-06-06 09:57:30,45.452,45.467,45.45,45.452
2017-06-06 09:58:00,45.467,45.467,45.456,45.463
2017-06-06 09:58:30,45.442,45.458,45.442,45.458
2017-06-06 09:59:00,45.435,45.451,45.429,45.429
2017-06-06 09:59:30,45.428,45.447,45.428,45.447
2017-06-06 10:00:00,45.434,45.438,45.425,45.425
2017-06-06 10:00:30,45.396,45.419,45.393,45.419
2017-06-06 10:01:00,45.379,45.396,45.369,45.396
2017-06-06 10:01:30,45.39,45.396,45.386,45.386
2017-06-06 10:02:00,45.383,45.389,45.377,45.379
2017-06-06 10:02:30,45.344,45.387,45.344,45.387
2017-06-06 10:03:00,45.358,45.358,45.329,45.332
2017-06-06 10:03:30,45.359,45.373,45.351,45.351
2017-06-06 10:04:00,45.39,45.39,45.362,45.37
2017-06-06 10:04:30,45.414,45.414,45.384,45.384
2017-06-06 10:05:00,45.435,45.443,45.427,45.427
2017-06-06 10:05:30,45.413,45.44,45.413,45.425
2017-06-06 10:06:00,45.396,45.408,45.396,45.407
2017-06-06 10:06:30,45.408,45.408,45.388,45.394
2017-06-06 10:07:00,45.403,45.412,45.403,45.407
2017-06-06 10:07:30,45.383,45.4,45.373,45.4
2017-06-06 10:08:00,45.398,45.413,45.398,45.398
2017-06-06 10:08:30,45.391,45.395,45.375,45.383
2017-06-06 10:09:00,45.381,45.394,45.373,45.382
2017-06-06 10:09:30,45.373,45.389,45.373,45.376
2017-06-06 10:10:00,45.346,45.377,45.346,45.377
2017-06-06 10:10:30,45.383,45.383,45.362,45.362
2017-06-06 10:11:00,45.35,45.373,45.345,45.373
2017-06-06 10:11:30,45.316,45.352,45.316,45.349
2017-06-06 10:12:00,45.313,45.34,45.313,45.325
2017-06-06 10:12:30,45.291,45.305,45.271,45.301
2017-06-06 10:13:00,45.224,45.234,44.98,45.127
2017-06-06 10:13:30,45.068,45.276,45.068,45.276
2017-06-06 10:14:00,45.32,45.32,45.122,45.122
2017-06-06 10:14:30,45.329,45.329,45.309,45.309
2017-06-06 10:15:00,45.346,45.354,45.345,45.345
2017-06-06 10:15:30,45.333,45.34,45.327,45.331
2017-06-06 10:16:00,45.33,45.336,45.319,45.336
2017-06-06 10:16:30,45.291,45.326,45.291,45.326
2017-06-06 10:17:00,45.303,45.314,45.291,45.291
2017-06-06 10:17:30,45.31,45.31,45.297,45.308
2017-06-06 10:18:00,45.303,45.315,45.287,45.313
