timestamp,close,high,low,open
2017-02-17 09:00:00,68.004,68.05,67.996,68.05
2017-02-17 09:00:30,68.019,68.023,68.015,68.016
2017-02-17 09:01:00,67.97,68.007,67.955,68.007
2017-02-17 09:01:30,67.923,67.988,67.887,67.988
2017-02-17 09:02:00,67.943,67.991,67.943,67.96
2017-02-17 09:02:30,67.951,67.955,67.929,67.955
2017-02-17 09:03:00,68.014,68.014,67.944,67.961
2017-02-17 09:03:30,68.055,68.058,68.035,68.036
2017-02-17 09:04:00,68.018,68.023,67.971,68.023
2017-02-17 09:04:30,67.976,68.019,67.957,68.001
2017-02-17 09:05:00,67.996,67.998,67.969,67.969
2017-02-17 09:05:30,68.014,68.038,67.991,68.038
2017-02-17 09:06:00,67.919,68.013,67.919,67.98
2017-02-17 09:06:30,67.925,67.964,67.917,67.953
2017-02-17 09:07:00,67.869,67.935,67.863,67.935
2017-02-17 09:07:30,67.827,67.902,67.827,67.902
2017-02-17 09:08:00,67.818,67.873,67.818,67.84
2017-02-17 09:08:30,67.797,67.804,67.759,67.799
2017-02-17 09:09:00,67.8,67.847,67.8,67.825
2017-02-17 09:09:30,67.829,67.829,67.764,67.764
2017-02-17 09:10:00,67.866,67.88,67.818,67.818
2017-02-17 09:10:30,67.887,67.917,67.887,67.896
2017-02-17 09:11:00,68.027,68.027,67.916,67.916
2017-02-17 09:11:30,67.967,68.03,67.967,68.03
2017-02-17 09:12:00,67.962,67.996,67.947,67.996
2017-02-17 09:12:30,67.925,67.964,67.925,67.964
2017-02-17 09:13:00,67.833,67.9,67.833,67.9
2017-02-17 09:13:30,67.879,67.879,67.844,67.846
2017-02-17 09:14:00,67.768,67.847,67.745,67.847
2017-02-17 09:14:30,67.711,67.788,67.711,67.788
2017-02-17 09:15:00,67.736,67.736,67.691,67.691
2017-02-17 09:15:30,67.665,67.744,67.664,67.744
2017-02-17 09:16:00,67.713,67.713,67.628,67.628
2017-02-17 09:16:30,67.725,67.725,67.691,67.694
2017-02-17 09:17:00,67.662,67.717,67.662,67.717
2017-02-17 09:17:30,67.698,67.698,67.67,67.686
2017-02-17 09:18:00,67.749,67.749,67.676,67.696
2017-02-17 09:18:30,67.811,67.842,67.786,67.786
2017-02-17 09:19:00,67.847,67.853,67.815,67.85
2017-02-17 09:19:30,67.858,67.886,67.858,67.869
2017-02-17 09:20:00,67.828,67.869,67.828,67.828
2017-02-17 09:20:30,67.922,67.922,67.844,67.844
2017-02-17 09:21:00,67.838,67.888,67.836,67.888
2017-02-17 09:21:30,67.871,67.878,67.828,67.878
